2048 22665
165 890 0
823 17 -2
1585 1624 -3
1857 991 -6
660 138 -3
1425 2033 -2
2021 921 12
99 726 -2
34 809 -10
1438 1845 -1
308 112 7
1254 1797 -4
1268 1437 10
1328 1117 18
886 1665 2
484 1933 4
1282 1573 -10
995 1411 19
1659 269 1
1305 678 3
1581 599 6
1372 1450 14
52 1526 -3
1474 782 -2
256 1211 10
963 1349 -1
413 1777 12
1972 1716 -3
1221 168 20
642 522 9
1261 1804 -4
1210 677 1
715 94 1
1342 504 5
256 99 6
52 54 -1
1269 357 3
1813 1446 6
1540 1566 16
237 1906 13
902 805 1
1562 1486 17
1890 1710 -4
1339 709 4
1579 965 9
1805 25 -10
1775 584 9
1373 2026 3
1097 1863 18
1375 1835 4
1363 416 -9
16 529 19
135 1252 -5
869 497 14
952 234 -4
1394 340 -5
927 1700 -8
1754 1578 5
695 781 -8
1052 860 3
609 1858 14
1434 563 -5
639 297 19
1146 334 -8
775 574 3
1693 535 -2
70 588 10
1644 1788 8
1472 578 -9
817 982 -9
1268 1903 5
1314 1864 10
1142 442 -9
1147 1781 10
269 1975 7
1332 475 -3
1506 430 18
304 837 5
479 233 7
256 1542 12
2002 738 2
1935 759 -3
1005 44 16
1864 1784 -1
1208 1327 15
1953 992 19
1690 1798 12
11 1313 7
118 291 4
436 1033 3
1305 144 -2
931 229 -3
104 2008 -4
1300 1401 -2
147 764 2
32 644 3
691 1297 -4
780 1350 3
1946 329 -4
227 841 -10
204 1946 -7
540 473 20
1741 325 -9
1149 1009 9
331 992 10
1403 1153 14
1740 450 8
1224 1117 -9
1264 1231 16
1231 571 11
863 1308 -2
1350 123 -5
758 1771 12
43 1983 6
2017 1002 15
954 1649 -2
150 434 15
1097 1229 4
1265 1026 -1
1797 524 7
2014 816 6
776 697 -6
859 1971 -8
66 359 3
436 482 3
1063 564 12
68 317 -1
548 1758 1
1829 208 5
579 1117 12
1684 1684 9
654 1077 -4
1522 485 0
14 775 8
424 342 -3
627 772 -4
1116 657 19
465 1099 -1
1336 1801 20
2032 1637 -10
47 1697 3
1828 1361 -8
1669 1433 -2
1703 481 16
1292 1373 -1
235 90 3
711 16 15
606 406 -2
1531 1251 -4
1939 529 17
1750 1943 19
2007 1965 -2
1584 1986 -8
1421 531 5
1046 1196 -1
2033 763 0
1307 218 -1
523 700 15
1703 1188 17
255 757 17
438 370 0
2042 1075 5
205 1892 -4
616 1241 -2
266 1434 -7
1343 1720 7
1948 347 -3
1663 1561 -7
1027 707 14
1589 43 19
1256 1475 4
1700 11 12
117 1179 -2
357 224 5
620 1304 2
1434 206 13
366 1070 12
1927 930 13
568 983 8
1067 1407 -7
701 1338 9
953 1284 20
95 1403 -10
1018 412 15
962 1490 -8
2045 1519 -6
481 1972 6
1191 1976 18
1399 1077 -2
504 1384 20
1238 490 13
1833 1888 -10
1982 1776 16
1001 1441 -9
1500 1265 -4
870 1100 14
492 818 3
1511 67 14
1730 1805 9
1047 713 19
662 1390 0
862 1529 -2
628 40 10
1242 1381 -2
667 54 11
204 1344 -7
553 593 -9
1688 2012 19
1906 1366 11
1463 1133 -7
1995 632 18
1561 834 -4
181 1328 5
1777 766 13
422 1383 -2
229 1906 3
1260 87 12
1295 1573 6
852 1284 0
1117 1462 5
414 1902 5
806 1169 19
2024 453 17
793 183 16
661 1345 -1
456 1407 1
345 1139 14
1155 1446 -10
1136 1828 17
574 1793 5
304 1058 1
691 683 3
1647 1931 11
1542 1933 9
1653 1136 -9
653 1677 3
1913 1770 10
1679 1736 -1
1238 2044 17
537 1442 7
625 1743 -7
307 404 17
280 809 0
290 2041 5
1466 828 14
885 1367 7
1731 788 19
17 1222 -1
520 1610 -3
891 1677 17
776 1234 -4
266 1805 -7
1129 507 11
205 1680 13
245 238 12
1863 1938 5
1938 1118 -3
335 1189 -4
732 1826 -10
181 0 8
110 489 20
1660 1610 -6
1280 1620 17
1484 855 0
483 530 -1
1764 703 -9
1409 1235 -10
947 1946 1
999 558 14
2024 1490 11
1418 1234 19
1172 1209 9
451 654 -10
947 1518 -3
1976 292 2
571 1212 4
934 472 -6
1915 358 -10
1996 1593 7
1781 304 13
1900 674 -6
1529 1790 -5
1940 856 4
167 470 -6
1199 1876 1
550 1466 13
1302 30 -8
557 138 -7
15 63 -3
1591 2027 -6
1534 566 14
1780 1649 12
445 2040 5
729 1398 5
1098 1881 19
1242 1637 2
845 506 11
688 358 4
51 1929 17
69 165 16
189 1915 0
1550 1716 -3
861 905 18
1665 952 0
192 1678 8
752 85 -6
322 927 5
607 1697 -7
79 1913 16
1341 132 -9
219 653 -4
1802 73 20
1393 1112 -10
833 849 -4
912 204 1
1323 40 10
1354 1778 7
615 106 5
1378 1035 -7
1600 1078 14
354 219 -9
54 40 6
598 1767 -8
569 17 -2
54 458 -4
910 2013 6
1316 1259 15
852 366 4
1284 59 7
547 347 7
800 1738 18
1082 1477 -8
722 72 -3
1592 455 -4
360 730 8
1113 1335 17
1727 1220 -4
160 927 0
1870 1492 19
1667 1730 18
1422 1689 19
754 9 15
519 1994 -4
1480 424 1
112 1635 9
1547 862 6
1429 360 -6
1167 28 -6
1296 1101 -7
201 247 18
1777 1390 7
507 1838 15
1252 554 9
773 565 5
893 621 8
380 2040 4
1969 982 1
209 1238 10
424 193 -10
179 1545 -1
1375 463 10
499 1142 13
1762 206 -3
1931 1810 18
767 526 -9
416 867 -7
1730 1406 1
1684 1998 4
1818 811 1
637 1702 1
1909 1786 20
1954 566 -10
315 1456 19
722 333 13
1897 423 3
1190 229 -5
190 1980 16
1296 765 4
58 1379 15
203 969 12
1754 1756 1
133 1464 -8
732 256 2
2004 523 0
2028 1061 -8
1629 1771 19
265 1536 -9
1972 1343 -6
6 1685 17
1756 1978 2
2029 147 8
110 463 14
1720 1963 -6
729 143 -1
16 1997 16
1583 164 11
1564 1605 -9
1405 992 12
1667 556 18
425 1558 0
295 953 12
573 1088 5
846 584 15
690 534 17
1326 1845 -3
789 424 9
280 2012 -9
284 1433 17
694 859 17
774 518 -6
535 245 1
2006 327 19
384 536 2
209 262 4
1594 1912 -7
1603 356 10
980 708 8
1524 799 8
1684 1753 20
986 765 10
1293 1663 3
1509 2017 12
524 1560 -10
510 1623 15
1893 1738 -8
397 1917 -5
1858 512 11
31 660 -2
1281 612 -6
775 1941 -6
1988 923 5
1553 1702 13
63 1126 -7
1434 837 15
113 1784 1
171 889 14
1854 417 11
1523 625 4
812 1568 13
1187 859 14
1710 55 16
1702 1104 5
1477 1109 13
937 686 -10
2010 1400 19
1255 313 15
547 1421 4
1985 1489 -7
1522 1534 10
388 1964 16
950 1582 20
229 75 17
1693 1035 -3
550 163 13
1564 1802 -9
219 313 1
446 34 13
1736 1818 -4
273 413 9
339 249 -10
1158 2019 15
1910 1756 13
1436 133 7
67 1047 -9
954 1835 4
1610 1679 -4
118 65 9
1671 1911 -1
325 1900 17
420 258 7
1470 1069 5
1203 451 3
256 329 -5
681 437 -5
474 957 13
571 1559 6
191 1141 1
1021 169 -7
944 1017 16
710 1003 17
1952 460 12
1220 361 -9
1030 313 0
1486 64 -2
143 946 -3
981 344 17
1589 1312 18
1148 1037 -1
1053 171 11
1856 316 18
1556 1245 1
450 1003 17
1410 1083 0
1026 1547 -6
1827 929 -5
184 1279 6
1775 512 -10
519 1268 -1
246 1371 5
1339 808 9
281 1805 -7
96 1713 5
1252 1466 13
708 1130 -2
514 1416 3
1477 1547 9
241 1892 -10
1413 1433 10
1801 1670 12
333 1453 9
1016 1907 14
457 1096 4
1588 1574 7
1899 301 -4
1820 304 3
1421 500 12
700 1515 20
1836 1367 18
111 1555 0
89 1132 10
217 350 5
943 956 13
739 1529 10
1380 1923 0
1230 228 6
1508 1403 -3
1905 934 8
1000 1017 9
312 1756 18
648 334 5
904 382 11
449 1957 3
147 764 -3
95 215 -5
185 640 0
1100 743 13
1549 2029 -1
692 299 -6
415 898 -3
894 1868 -4
398 1828 12
1038 670 19
19 179 3
835 899 -4
775 1795 -9
1331 977 -7
144 845 4
1817 127 14
249 1839 12
1122 1018 15
1763 921 -2
1004 1005 4
1609 1843 20
203 114 14
23 808 20
1074 984 0
835 853 19
1618 387 -3
1439 846 9
586 1946 10
1515 952 14
1412 627 -9
1477 994 18
1297 517 -9
1419 435 16
986 203 11
1362 1589 6
710 210 3
1400 1903 9
44 1773 12
1662 80 16
1567 1353 1
807 1479 11
1911 1493 18
281 1137 -3
427 561 4
880 1115 -4
1491 557 0
2043 198 7
1386 762 3
801 2038 -1
1966 151 17
1960 875 -4
682 40 12
1734 801 -10
1870 1334 18
583 1697 15
548 1282 3
1462 1287 12
645 637 11
1220 336 5
86 636 -7
1121 651 -9
1205 828 18
324 1983 11
1059 865 -5
472 1447 -5
263 999 5
713 146 -10
936 1475 16
1181 1799 5
231 1832 -5
1573 516 1
864 1447 19
684 1510 8
706 424 8
1059 869 -7
890 1260 13
201 551 -6
1283 281 0
243 1749 11
1913 1148 -3
1291 1207 -1
330 647 10
1239 1857 20
1038 694 7
168 545 13
1006 991 17
523 1694 9
1841 794 10
1282 881 13
950 1215 0
1017 100 12
1670 822 2
2034 334 8
1490 640 16
925 1102 6
2030 207 -4
852 1362 -10
543 897 0
1333 1359 14
106 1363 10
978 1453 -10
923 1462 -7
812 215 -9
1336 638 -1
756 1785 -6
294 1135 3
584 583 -2
808 1099 6
104 95 -2
635 364 -4
787 1713 16
62 1053 -3
1678 1514 19
1389 1313 -8
1158 1235 18
909 302 -9
1607 1322 2
1893 582 -5
1020 1366 8
1874 567 9
1534 12 5
1819 163 -6
1621 1858 0
335 1120 -8
2038 505 -2
659 793 3
1640 1221 13
1386 873 18
981 812 19
1371 1266 -5
1198 1061 0
1670 1817 4
1904 1624 5
770 621 17
1068 257 -5
415 487 -3
729 1146 9
475 132 -5
161 463 4
1836 1255 -1
934 762 -8
499 0 18
496 1425 16
1712 1270 -8
899 8 -8
1103 1983 -5
207 1498 9
162 1320 1
1530 309 3
1642 580 -9
177 256 19
639 625 3
385 80 -8
1517 639 7
752 163 12
300 1170 10
1988 643 -5
176 989 -10
1854 93 14
1424 71 12
308 1453 -4
1265 402 -3
1357 202 6
1905 1710 17
1999 1 5
1491 294 9
956 699 16
655 1529 -7
1329 1502 -9
25 1085 11
69 1717 15
510 1878 9
2011 497 -5
803 1451 -4
1316 1199 4
1480 1566 16
962 905 -4
552 1463 4
1994 12 -4
1731 1085 11
539 1849 1
437 430 5
1218 982 14
1199 2017 10
1124 1460 -1
1381 683 -8
1250 829 12
659 1637 9
1717 1252 5
481 1957 10
1974 591 11
1368 127 4
1353 1868 6
1819 1721 -6
1833 759 10
165 936 10
327 1439 7
1734 441 -1
117 571 -5
1533 1228 16
213 1696 -9
792 500 -2
1612 433 14
535 50 -10
1631 315 3
451 1862 6
70 322 0
1150 685 -2
803 1252 4
1840 1635 7
909 1315 -6
1384 4 -6
256 1071 17
1534 607 1
199 1039 -6
1498 670 9
1919 1457 10
1722 1409 11
836 457 3
1532 113 10
34 1813 11
991 1353 -1
1384 465 10
1465 299 10
1515 1665 4
1551 1471 12
1626 1637 3
922 418 6
1072 1579 9
1171 2045 9
1261 1978 -9
1508 121 19
157 1590 17
1552 2047 4
974 1915 -1
495 19 -7
1161 209 13
1419 1449 -5
751 1154 19
1481 444 5
381 1170 11
1951 1305 3
562 725 0
10 1557 -8
1282 271 19
1021 558 -1
345 995 16
505 1728 18
1962 446 -3
1827 856 5
301 767 9
2016 1356 0
865 782 -4
96 1953 8
493 541 11
940 867 -5
1268 1477 -5
7 1019 -9
761 715 19
1480 49 -6
1249 1180 5
498 972 -8
1982 1905 2
58 1814 1
865 24 4
58 183 -8
1508 204 10
2045 912 7
947 1195 -3
564 1452 -1
182 935 17
161 1634 -1
682 1802 2
942 305 1
1489 732 -8
1569 8 11
1145 720 6
106 754 11
1807 394 14
260 1119 16
1468 1876 14
2010 135 20
1462 408 -4
182 912 -1
970 1734 15
1309 1412 -10
732 617 10
40 1085 9
58 912 4
1850 710 7
285 992 10
166 751 1
947 2027 1
1435 252 19
896 407 17
1783 702 7
1016 959 3
1228 627 -4
1445 602 9
1722 833 -9
307 1216 -4
1908 38 9
307 2025 3
2047 1975 19
1664 1221 11
1939 1541 19
1152 751 -10
804 886 -1
444 619 16
1021 644 9
1666 1853 9
1778 1940 -6
1679 2026 15
1558 1383 17
1013 1098 9
1272 1492 -2
183 1078 1
975 460 13
461 1519 2
38 1235 20
406 601 15
480 1912 19
222 350 4
428 371 -10
1278 783 5
582 1894 -2
1737 611 0
20 390 8
315 1187 -9
767 1933 -4
41 1247 1
1182 958 -4
1634 1288 -7
260 496 16
2046 1665 17
731 212 -4
216 571 2
903 747 18
89 1221 1
1676 502 -3
805 1239 -5
878 700 -7
73 818 -8
956 118 -7
761 249 0
783 1616 -5
772 1487 13
1307 689 17
1406 341 14
556 847 17
1113 998 11
1181 572 14
1760 153 -1
561 873 -6
1621 1788 12
595 1877 18
282 1281 -2
1707 738 18
1075 527 -4
1417 1416 -10
1539 571 -4
1548 1627 12
1673 1297 -2
1056 1440 15
151 1404 5
1693 994 2
1200 165 4
1068 208 3
394 2019 18
963 829 4
1907 1560 6
976 289 16
778 781 -7
1909 370 16
252 1954 8
857 798 8
2003 1016 -8
1021 921 -3
1530 1245 16
1434 1213 20
376 28 0
494 1254 -5
1047 1925 -7
646 1425 -6
496 199 13
1637 1009 1
409 1138 -7
19 1070 18
1119 185 0
1411 840 4
597 1234 -10
1357 1243 -10
293 0 3
1321 310 12
1500 938 3
952 1405 9
300 532 -8
1013 724 2
736 910 -5
747 707 3
1133 565 3
125 1617 16
999 159 4
617 654 7
1988 516 -1
1227 126 2
307 709 10
1474 1955 -10
1525 1632 3
536 412 7
1008 1070 5
1770 659 -2
2045 1667 -1
203 1385 -3
1695 6 -4
729 1001 12
157 348 7
180 615 -5
1730 1400 14
1123 916 20
1828 1326 1
1412 1135 1
968 740 -4
344 407 -8
1404 1385 -9
912 1654 2
1850 1377 -6
1503 1008 2
1399 711 15
198 1950 17
550 117 -7
527 1477 9
347 426 9
1519 1920 16
972 530 7
1487 981 14
939 693 5
1062 1463 -10
1415 1748 8
1775 541 -6
567 425 6
664 175 -9
2045 633 13
1414 1736 7
101 1665 -6
125 1967 2
1417 160 4
653 1628 8
1217 1232 15
1878 1061 2
1512 453 -3
1212 1314 -10
1474 1369 -1
359 1584 15
1827 125 -10
1956 469 4
479 1519 17
119 115 -1
1980 749 -5
269 1422 -10
1746 910 13
199 1816 8
1563 1168 -8
145 1263 18
1066 698 19
1103 1569 1
314 1065 5
1401 1678 18
1302 536 12
575 758 15
1679 517 9
1751 676 5
1392 842 -10
1717 1323 15
313 629 -7
484 2038 13
1544 1551 6
1722 658 15
1646 139 -4
667 514 5
1074 410 -2
1155 641 -8
804 1300 4
661 1133 19
145 49 -7
2021 1123 12
1790 1493 11
551 1964 16
293 265 3
1816 1412 -5
121 264 10
1977 753 -2
659 1121 -8
943 537 -10
1622 280 19
360 1880 14
1203 1501 5
2007 1422 9
585 1180 1
1247 82 5
1631 292 -9
1999 1555 8
227 1682 20
370 1361 -9
1145 1212 -2
935 1896 0
701 732 3
124 180 9
61 1828 -4
1340 232 3
741 767 12
2042 2036 9
201 562 1
1651 724 8
1677 1818 13
871 271 16
1001 175 -8
948 1760 16
497 1828 -1
1753 308 4
551 560 19
1706 3 -9
1673 105 -5
92 176 -8
531 311 -5
1336 1402 6
1647 838 3
910 25 -4
1742 1929 20
190 1309 -7
274 1315 15
891 696 -8
1500 1233 14
396 230 20
1308 689 12
1721 571 -4
42 886 -1
678 958 -2
928 1637 20
455 1946 -7
605 1976 -6
442 394 18
135 1844 -6
931 1353 13
94 1297 -6
1886 1653 7
1084 912 17
169 1695 13
34 1482 7
910 383 12
661 1186 18
1971 134 -10
1981 220 -3
612 1606 -1
772 1480 13
1389 1892 0
681 520 6
1305 531 -4
1535 1105 -7
504 1608 10
595 57 14
828 39 9
940 886 12
1218 856 -7
1510 1560 2
48 327 5
2001 156 12
676 1402 -8
1371 241 15
235 645 8
1786 968 4
573 1857 -4
961 453 3
1516 1872 15
235 98 6
653 793 -5
1224 1199 -2
1405 702 20
1095 558 20
2004 1206 11
404 635 -10
554 1048 10
1921 647 2
684 953 17
191 132 15
384 678 8
771 477 10
1381 932 -10
1455 717 18
1802 1212 18
157 368 7
928 1279 -3
793 1123 19
1928 1540 -1
1072 334 4
47 971 -2
1237 497 3
114 269 -3
410 1674 20
1322 1831 -6
1252 676 -7
1964 20 8
995 1469 17
597 1600 13
1982 833 1
1930 274 0
425 1474 18
1457 1661 9
993 1923 -4
774 261 -9
712 1708 8
608 1771 13
150 1466 -6
1599 642 13
846 267 10
445 1253 15
5 160 16
1845 891 13
1949 352 14
699 1544 -8
123 894 -9
707 1612 0
1505 989 -5
894 854 5
250 1151 -4
476 524 2
180 1121 15
311 424 -7
1281 340 10
777 1553 -4
1808 1714 -3
580 857 7
924 520 -5
1058 1220 15
1396 764 15
1672 1839 17
1455 1572 -1
76 423 7
1113 650 -6
518 140 5
1919 6 18
1586 1699 -5
2007 195 14
1476 1238 -8
385 638 14
647 1174 16
1170 1126 2
734 547 -6
1126 1194 -5
699 796 -10
1515 1289 0
1000 808 6
1126 18 -10
1020 925 17
356 207 -1
137 1123 6
1996 1286 16
623 918 8
851 1640 19
1877 1671 -1
1217 311 -10
1199 556 -5
201 1870 -6
490 552 18
605 1172 11
1926 1261 -8
708 1597 -7
1869 167 6
235 103 17
1514 2024 0
1684 1523 -9
133 1631 10
1403 1199 -8
314 1264 -4
1931 1065 15
889 527 17
1197 1983 19
1465 1580 9
1512 1233 -4
6 1418 14
187 1047 -3
1866 2019 17
1796 400 15
868 925 2
1736 130 18
621 1413 15
701 382 -4
1466 1856 -10
1896 1648 18
1401 1532 14
546 1308 3
1535 1 5
1647 661 6
1563 819 12
864 661 0
19 1964 -2
1533 961 18
1806 231 5
1772 1593 -7
285 1343 12
201 1026 14
540 1709 -3
497 822 -1
1574 268 6
1965 2039 -8
596 324 -5
508 152 6
246 1583 -3
1650 119 12
653 1820 7
1509 1666 11
1838 1330 -5
988 610 -4
1050 1062 -10
0 1965 -1
1958 1022 14
249 197 -7
462 221 -6
1412 802 -10
520 1797 -8
933 1332 -6
818 148 -4
1851 563 -3
1197 1965 2
97 612 4
1029 769 -7
1898 1727 -2
1207 1022 3
1877 1287 16
1012 1290 3
258 1446 6
1135 911 10
162 1772 17
666 1230 11
1032 393 4
992 1453 -10
1004 86 17
954 1271 4
834 454 -7
1972 1229 4
1831 923 2
1979 830 13
1827 435 -1
589 820 -4
161 1793 15
1123 1598 6
503 1049 -4
807 1252 16
80 212 19
471 1661 8
337 1779 14
108 712 2
1117 459 13
2003 1719 -1
181 871 14
1752 803 14
1264 412 -6
1829 1901 4
385 1540 4
975 821 6
829 477 -9
879 429 10
1057 829 2
1468 1583 1
1998 798 -3
284 1315 16
1650 1062 -6
1708 1369 9
1042 67 -6
931 1376 9
886 1901 -6
1322 1409 12
806 1062 5
2043 617 -1
57 666 2
1884 1447 2
1506 1388 6
1886 131 11
514 1930 -2
1118 741 8
1575 1191 -5
1601 828 13
445 553 4
2014 1443 -1
1382 172 15
914 1981 15
168 622 15
1016 1019 2
628 1334 -8
1075 590 10
572 1692 -7
1363 1386 1
652 1980 16
1719 810 20
1886 439 1
1404 952 -10
421 1679 -8
859 1668 10
1734 579 11
1921 1321 -1
1525 1591 -4
1095 984 7
1710 1347 8
721 996 2
709 270 7
517 118 19
959 369 -3
83 1699 12
1654 1308 3
65 332 -8
312 1722 16
1476 1691 -2
2004 1077 6
1730 2036 20
1631 1532 -10
853 1710 4
1690 592 17
680 1789 15
1324 1282 9
1924 1998 -10
836 1578 -10
999 381 2
1588 703 5
1338 1716 -6
540 27 -7
771 471 13
1491 1994 -3
38 1729 15
1406 824 12
781 968 18
1692 1818 2
856 1588 8
878 1193 20
989 1463 6
1285 770 18
1569 1933 13
605 1355 2
145 1342 -4
77 622 20
809 1088 12
311 393 0
1605 755 9
1201 607 5
1488 1182 -9
1712 886 16
1811 379 3
720 1956 -7
458 255 -4
975 815 0
1357 977 9
90 1242 12
245 51 4
1466 367 15
761 1746 -6
1535 165 12
893 1835 11
707 115 5
397 525 2
1687 48 3
1587 1507 19
1715 1808 9
1516 968 -8
909 482 8
809 1426 7
597 530 -7
1183 1109 17
656 1121 17
145 1044 -7
582 2006 19
599 1174 5
124 1483 14
470 151 4
251 554 7
1187 974 4
1414 1843 -4
1787 1412 -5
18 612 1
1773 170 19
1702 89 3
1588 944 1
1245 960 -8
1978 399 15
74 1966 -5
962 707 10
1068 2046 2
546 37 -8
1591 647 16
1043 743 0
346 572 -5
1932 1059 14
1218 415 10
1050 949 11
1178 1040 7
1454 348 5
1840 1490 0
1003 1116 15
1154 233 17
1220 1290 2
1897 280 12
1945 274 18
1751 935 -3
527 1625 18
740 1983 7
595 447 7
1179 632 -3
657 1590 20
206 1516 6
1981 1511 16
1364 1268 -3
518 601 -1
1404 1364 9
1932 472 -1
1438 124 11
549 1936 -2
1810 1846 2
1892 277 3
1267 1743 -10
1560 1870 -3
1908 1691 14
1781 513 20
1721 749 -7
1592 1139 20
1901 1745 -9
596 1743 -2
652 47 -2
13 860 -4
1821 548 11
1686 1960 4
1996 1959 -3
1668 301 -6
1959 1247 -7
1202 542 4
106 1973 6
1650 1630 0
539 130 -4
1688 465 -7
1775 490 -8
841 131 19
1953 836 -3
653 1631 4
972 801 16
24 1888 18
1767 1995 -5
201 656 18
1512 474 4
200 300 -5
716 298 -5
1875 193 13
615 1752 17
1940 548 1
1613 1818 3
27 144 20
1975 1022 14
713 851 -1
430 1660 -4
1368 457 -9
2017 1383 13
1727 1184 -8
1260 527 8
35 145 -5
1549 195 13
23 1560 2
867 1902 19
1364 1744 0
853 1785 -5
566 1148 2
1211 1100 7
1180 1763 16
1742 1017 4
1537 1293 1
1816 2034 8
1508 898 -1
1236 224 15
1242 1174 -9
1665 1271 4
228 238 8
405 1106 1
986 1467 19
1423 1858 16
774 863 7
736 1300 6
847 640 -7
858 573 4
1916 1709 -2
1326 744 3
1655 1308 2
672 858 -9
1439 828 -1
2032 429 -5
1918 1023 14
1590 1227 17
394 1068 -7
1307 694 11
949 1313 13
1716 1149 16
759 705 17
2033 106 14
1045 1164 11
1371 853 -2
1624 783 18
1809 28 2
1523 556 5
74 173 -1
1081 1514 11
1474 1580 15
3 725 13
993 1553 15
724 1037 -1
123 94 16
1938 148 1
1396 1846 18
1525 1672 15
181 633 9
511 1594 14
819 570 8
272 110 0
1012 291 17
1659 550 -2
1368 1058 19
1952 1471 3
531 1787 14
1025 1106 12
1170 1424 2
1986 915 -10
1743 2040 19
1943 929 -9
434 964 5
785 1416 11
662 1793 -9
1733 1638 1
660 469 20
452 1133 20
1681 460 9
597 567 17
79 1583 3
1029 558 -10
2030 1787 11
1357 1779 15
671 79 2
1426 1794 5
1651 628 -2
1066 273 3
1169 702 6
1946 979 8
575 1024 15
94 1834 6
1649 1355 1
1233 1517 -7
1250 1062 13
1035 1737 -10
240 908 11
980 2026 17
416 841 -9
512 1137 -7
1433 918 12
964 989 -7
257 1792 -9
1523 751 3
117 251 -4
1821 701 -3
924 437 14
256 1506 5
1788 4 -2
214 1299 3
36 129 4
1633 903 3
63 1327 2
1983 231 10
178 837 6
1135 457 15
596 1259 3
1046 231 -3
852 780 3
1497 648 1
256 1938 -7
874 216 16
470 672 -6
1826 808 -1
427 1447 -2
1716 834 -4
1232 1386 -6
1120 860 -5
127 80 2
1715 1110 20
1520 142 5
818 1844 19
738 533 3
647 1570 -5
1416 583 -3
1282 101 1
790 986 10
1169 504 -8
1882 895 -8
1404 727 16
302 538 4
393 795 20
674 1970 18
334 116 -4
1331 1637 -7
1504 1708 -6
357 1795 3
289 47 -3
1686 284 15
1367 1235 -10
760 1695 19
1239 1106 14
1241 1898 5
224 1840 13
1490 850 12
773 1035 13
1401 389 11
1716 131 7
1174 614 17
178 1081 5
798 1318 14
180 410 -1
603 1219 -10
1361 883 20
517 69 -8
1284 1915 6
574 68 2
1789 1369 8
1452 25 16
1253 1746 16
1578 855 -10
755 287 -9
959 79 18
1491 157 17
229 1751 9
1620 1878 10
66 1673 18
223 1045 20
1886 557 15
795 764 -7
1792 1561 8
1102 478 20
1333 1445 20
1371 454 6
1587 2047 20
881 1138 1
139 1805 12
1214 1965 0
1651 799 16
198 458 16
267 1171 5
1594 438 -10
996 198 11
1616 590 -3
1593 480 3
532 1029 14
1178 351 20
51 255 -10
249 880 -9
538 1828 -10
79 1393 0
1427 226 -5
1122 1076 20
1052 144 4
1353 1756 18
941 943 -7
451 362 19
1195 644 3
1669 1619 2
1845 1466 7
1014 186 -6
1557 1802 5
1831 284 6
2034 801 10
1508 1173 1
1951 574 13
1830 775 -4
664 566 17
89 714 8
261 2020 2
1330 172 -10
1253 1838 -6
777 361 -7
1582 44 -7
489 1512 9
2046 1291 2
1249 1500 17
1843 1988 11
58 1177 3
1291 1990 -10
1938 578 1
147 1822 18
1816 1944 17
16 961 11
603 1294 4
1967 1283 -3
99 1527 8
1294 1643 20
22 1760 16
1931 88 6
275 636 13
858 1076 4
1157 675 -9
455 1327 -10
1701 860 2
828 1971 -3
1245 999 9
2010 272 16
1482 1595 -3
459 1557 2
1939 1920 17
145 649 18
1613 1124 -3
1799 1224 -7
1894 607 5
1480 2035 0
69 836 0
567 1128 -1
1452 687 6
1639 390 14
1660 1324 11
132 1257 3
2017 1843 -4
158 671 19
542 1608 17
470 1797 -7
1132 222 -8
100 1616 -1
933 473 19
2031 1768 1
692 692 20
1580 808 -5
1284 954 3
965 1050 -1
611 991 -1
489 580 -4
273 529 15
1315 684 1
1528 21 19
1605 1429 6
1080 852 9
130 422 -5
1170 552 1
28 371 13
605 1151 5
1828 687 17
1787 1262 -5
1599 1379 8
1553 915 -10
1394 1789 6
1011 1618 13
1382 36 20
1272 593 14
920 1407 10
1982 187 -9
1141 767 15
1402 1335 18
1117 1609 -6
751 1692 10
1267 78 0
424 699 20
1607 1855 14
1142 1116 7
966 333 18
880 1734 2
751 1540 9
743 1127 19
1587 1825 1
1540 1651 3
160 805 -2
269 404 -5
1814 805 13
135 8 -4
566 641 4
430 954 16
93 636 5
1529 821 15
309 1275 -3
1696 653 -3
1226 211 -8
1636 1419 1
1576 1891 12
1803 701 -6
1513 1653 19
1351 1854 14
828 672 12
256 337 -9
590 1429 13
322 1055 -5
1309 290 6
570 320 -7
20 727 18
259 1235 6
1551 1415 -4
1075 1872 8
1937 1311 7
368 1112 17
1871 1675 -6
1898 51 -8
606 157 7
277 1466 8
1195 1077 11
499 1247 13
646 280 14
1231 1553 -1
1631 574 4
1343 301 1
1548 1914 5
441 1726 17
1330 965 1
1836 181 3
675 1692 -3
86 997 -1
1233 1073 5
591 1511 1
1448 851 -6
1280 813 7
107 357 -8
384 1901 -9
1123 954 -9
400 1718 -8
1421 810 -9
679 1984 8
127 449 -3
1102 91 0
318 984 -8
1221 777 8
1222 1270 -4
27 297 13
862 1606 3
1349 1850 18
1568 1938 9
476 286 13
1083 1268 15
131 620 15
1229 710 -7
1833 806 7
116 1654 6
413 890 -6
481 1606 20
565 338 4
1810 803 -8
1400 221 -4
1281 1814 13
1792 1370 0
1508 2047 7
1302 457 -2
1628 404 14
1467 341 20
27 741 14
790 1417 4
235 710 5
1659 1206 7
805 1016 7
140 1303 0
236 1253 3
546 394 -5
1485 74 5
1282 767 19
667 809 -3
1161 1519 20
1427 461 -2
1486 1396 19
1330 214 -4
1009 1495 -5
1609 122 6
149 1715 -5
1572 1926 10
427 254 -6
2030 192 20
1311 1944 6
149 184 17
6 297 -4
1742 816 10
605 126 9
1308 1689 12
377 1184 -2
474 357 9
