g 1024
e 489 20 15
e 561 20 -2
e 285 20 12
e 898 20 17
e 627 20 2
e 454 20 3
e 980 20 -9
e 172 21 6
e 673 21 18
e 669 21 19
e 570 21 -6
e 774 21 11
e 843 21 20
e 511 21 17
e 844 21 -7
e 599 21 17
e 549 21 2
e 727 21 19
e 403 21 8
e 203 21 5
e 974 21 6
e 959 21 -1
e 361 21 1
e 647 21 -9
e 633 21 -7
e 386 21 14
e 761 21 -1
e 543 21 5
e 621 21 -7
e 927 21 -10
e 710 21 1
e 285 21 10
e 646 21 16
e 204 21 -3
e 548 21 -10
e 129 21 19
e 178 21 -1
e 675 22 -4
e 140 22 14
e 629 23 2
e 553 23 -10
e 13 23 -1
e 178 23 20
e 357 23 8
e 68 23 1
e 487 23 16
e 321 23 17
e 943 23 1
e 584 23 -4
e 750 23 -8
e 693 23 -5
e 144 23 -9
e 619 23 18
e 28 23 -6
e 721 23 11
e 220 23 10
e 282 23 -6
e 575 23 0
e 458 23 19
e 891 23 16
e 373 23 19
e 630 23 19
e 714 23 5
e 487 23 -7
e 465 23 13
e 696 23 7
e 113 23 5
e 176 23 20
e 53 23 1
e 590 23 3
e 336 23 6
e 1016 23 -3
e 734 23 4
e 597 23 11
e 108 23 -3
e 1015 23 14
e 187 23 12
e 573 23 -10
e 449 23 7
e 375 23 14
e 497 23 7
e 76 23 0
e 700 23 5
e 601 23 12
e 88 23 13
e 539 23 7
e 704 23 9
e 527 23 -4
e 1020 23 -8
e 279 23 11
e 930 23 -7
e 544 23 16
e 925 23 -2
e 770 23 5
e 557 23 5
e 679 23 7
e 303 23 -6
e 624 23 -7
e 671 23 -9
e 724 23 7
e 603 23 7
e 843 23 -10
e 297 23 6
e 286 24 18
e 293 24 -8
e 786 24 8
e 1023 24 -6
e 258 24 4
e 181 24 -5
e 515 24 1
e 565 24 13
e 154 24 9
e 61 24 20
e 136 24 -10
e 970 24 8
e 743 24 7
e 978 24 -4
e 118 24 -7
e 565 24 4
e 562 24 18
e 242 24 7
e 38 24 13
e 918 24 9
e 643 24 -6
e 251 24 20
e 243 24 4
e 775 25 -8
e 806 25 2
e 907 25 -4
e 842 25 7
e 352 25 -8
e 546 25 8
e 242 25 10
e 264 25 2
e 267 25 6
e 195 25 -2
e 316 25 19
e 775 25 5
e 895 25 9
e 316 25 -5
e 282 25 2
e 128 25 20
e 711 25 17
e 751 25 18
e 17 25 0
e 546 25 9
e 513 25 15
e 757 25 15
e 250 25 18
e 654 25 18
e 482 25 19
e 155 25 8
e 642 25 -7
e 730 25 3
e 304 25 7
e 479 25 -4
e 939 25 8
e 786 25 -4
e 326 25 -10
e 1015 25 18
e 73 25 -8
e 690 25 5
e 660 25 18
e 970 25 6
e 389 25 8
e 301 25 -2
e 284 25 4
e 628 25 1
e 605 25 17
e 880 26 -3
e 959 26 6
e 829 26 -2
e 457 26 15
e 330 26 12
e 658 26 2
e 604 26 19
e 806 26 -1
e 763 26 12
e 101 26 15
e 35 26 10
e 343 26 0
e 62 26 10
e 959 26 0
e 79 26 19
e 755 26 4
e 368 26 3
e 234 26 13
e 638 26 7
e 407 26 -4
e 531 26 19
e 117 26 16
e 180 26 10
e 100 26 4
e 844 26 4
e 435 26 5
e 473 26 -10
e 638 26 13
e 614 26 4
e 314 26 9
e 57 26 8
e 398 26 17
e 845 26 -6
e 868 26 17
e 3 26 -10
e 65 26 -6
e 788 26 3
e 721 26 9
e 458 26 -2
e 199 26 9
e 624 26 20
e 740 26 14
e 263 26 9
e 852 26 4
e 58 26 2
e 577 26 -1
e 660 26 1
e 163 26 -3
e 1009 26 -5
e 341 26 -10
e 818 26 -6
e 110 26 15
e 53 26 3
e 206 26 8
e 517 26 17
e 1015 26 14
e 333 26 -4
e 31 26 7
e 787 26 -2
e 131 26 7
e 930 26 -2
e 1021 26 -1
e 456 26 -6
e 473 26 -7
e 578 26 6
e 229 26 10
e 885 26 -7
e 199 26 -1
e 351 26 1
e 403 26 20
e 460 26 -7
e 413 26 18
e 205 26 -3
e 396 26 -10
e 62 27 -1
e 474 27 -2
e 241 27 7
e 111 27 7
e 948 27 -7
e 578 27 19
e 502 27 6
e 996 27 0
e 341 27 -7
e 376 27 7
e 446 27 16
e 511 27 8
e 726 27 4
e 986 27 8
e 153 27 3
e 649 27 -4
e 833 27 -4
e 441 27 12
e 618 27 -9
e 382 27 13
e 883 27 17
e 989 27 17
e 807 27 12
e 211 28 8
e 155 28 13
e 873 28 6
e 23 28 -6
e 419 28 16
e 746 28 4
e 338 28 13
e 415 28 18
e 129 28 16
e 170 28 5
e 612 28 3
e 252 28 -1
e 139 28 -6
e 725 28 1
e 91 28 -5
e 730 28 -8
e 191 28 13
e 359 28 3
e 27 28 0
e 38 28 2
e 642 28 -8
e 481 28 -2
e 40 28 -5
e 148 28 16
e 26 28 0
e 455 28 17
e 812 28 10
e 282 28 3
e 819 28 18
e 290 28 2
e 629 28 -7
e 627 28 -5
e 862 28 -8
e 254 28 2
e 117 28 1
e 926 28 -6
e 142 28 2
e 493 28 18
e 832 28 -1
e 92 28 2
e 409 28 20
e 643 28 -9
e 785 28 2
e 949 28 -2
e 701 28 19
e 472 28 -10
e 197 28 14
e 627 28 4
e 24 28 18
e 521 28 -1
e 854 29 16
e 900 29 7
e 336 29 13
e 401 29 5
e 801 29 15
e 261 29 -10
e 749 29 -3
e 689 29 -9
e 693 29 2
e 83 29 13
e 706 29 -3
e 563 30 -8
e 258 30 18
e 597 30 5
e 815 30 12
e 960 30 14
e 358 30 8
e 461 30 -10
e 998 30 10
e 470 30 -7
e 771 30 17
e 1005 30 5
e 377 30 16
e 974 30 9
e 256 30 2
e 531 30 17
e 289 30 13
e 423 30 -7
e 71 30 18
e 381 30 7
e 793 30 -9
e 642 30 -7
e 519 30 -8
e 464 30 -1
e 291 30 2
e 804 30 20
e 563 30 5
e 914 30 19
e 260 30 3
e 119 30 -6
e 513 30 15
e 688 30 1
e 771 30 2
e 841 31 -7
e 207 31 2
e 621 31 4
e 700 31 19
e 997 31 20
e 565 31 7
e 107 31 8
e 864 31 -9
e 1010 31 19
e 357 31 -7
e 906 31 1
e 885 31 -10
e 645 31 19
e 779 31 12
e 728 31 12
e 881 31 0
e 196 31 7
e 647 31 -10
e 437 31 10
e 704 31 -7
e 618 31 0
e 621 31 2
e 86 31 8
e 62 31 8
e 582 31 16
e 261 31 3
e 69 31 7
e 702 31 -8
e 700 31 -10
e 205 31 18
e 910 32 10
e 312 32 -10
e 1006 32 17
e 648 32 -8
e 508 32 6
e 536 32 16
e 190 32 13
e 71 32 9
e 444 32 -2
e 506 32 -6
e 273 32 17
e 330 32 20
e 961 32 -7
e 634 32 9
e 77 32 1
e 300 32 4
e 389 32 -1
e 468 32 -6
e 926 32 15
e 876 32 17
e 900 32 -7
e 362 32 -1
e 113 32 2
e 495 32 3
e 959 32 -5
e 65 32 16
e 763 32 14
e 891 32 4
e 58 32 12
e 387 32 -1
e 176 32 -2
e 573 32 2
e 382 32 -7
e 766 32 15
e 716 32 -4
e 580 32 15
e 280 32 3
e 932 32 17
e 205 32 -6
e 3 32 13
e 24 32 -5
e 521 32 3
e 759 32 14
e 723 32 13
e 403 32 -6
e 744 32 -8
e 207 32 -6
e 879 32 9
e 289 32 3
e 927 32 -8
e 929 32 15
e 630 32 10
e 351 32 1
e 174 32 -9
e 250 32 5
e 749 32 14
e 622 32 -10
e 60 32 -7
e 302 32 -1
e 186 32 18
e 115 32 -3
e 145 32 19
e 467 32 9
e 810 32 -5
e 533 32 1
e 669 32 -6
e 68 32 17
e 82 33 14
e 569 33 5
e 295 33 15
e 594 33 -9
e 176 33 8
e 762 33 4
e 765 33 3
e 85 33 -5
e 506 33 -8
e 335 33 15
e 660 33 -1
e 481 33 7
e 285 33 0
e 656 33 8
e 242 33 -5
e 310 33 -5
e 859 33 -2
e 772 33 17
e 434 33 20
e 968 33 19
e 712 33 19
e 620 33 8
e 900 33 14
e 703 33 11
e 717 33 10
e 121 33 16
e 170 33 6
e 889 33 9
e 168 33 9
e 336 33 -7
e 893 33 -6
e 3 33 6
e 1002 33 -4
e 525 33 18
e 742 33 3
e 932 33 4
e 760 33 19
e 317 33 -7
e 741 33 9
e 850 33 -1
e 907 33 20
e 867 33 20
e 269 33 2
e 571 33 5
e 816 33 2
e 884 33 9
e 261 33 13
e 573 33 -8
e 969 33 17
e 859 33 -1
e 265 33 -4
e 110 33 4
e 9 33 -5
e 842 34 19
e 883 34 -5
e 525 34 18
e 94 34 9
e 1023 34 3
e 496 34 -10
e 913 34 0
e 53 34 0
e 100 34 7
e 2 34 -6
e 768 34 19
e 758 35 -9
e 100 35 15
e 175 35 5
e 196 35 2
e 286 35 1
e 851 35 -4
e 273 35 -8
e 999 35 14
e 156 35 -4
e 469 35 9
e 350 35 0
e 86 35 17
e 518 35 20
e 560 35 8
e 790 35 4
e 146 35 3
e 231 35 2
e 319 35 4
e 749 35 17
e 1006 35 -5
e 61 35 -3
e 753 35 11
e 332 35 -3
e 790 35 18
e 762 35 17
e 715 35 -4
e 719 35 18
e 133 35 -10
e 132 35 0
e 98 35 -8
e 197 35 -5
e 269 35 -9
e 309 35 -10
e 994 35 10
e 435 35 14
e 82 35 1
e 732 35 17
e 649 35 18
e 464 35 11
e 335 35 19
e 313 35 15
e 812 35 15
e 906 35 14
e 720 35 0
e 645 35 7
e 689 35 8
e 0 35 13
e 1014 35 8
e 1000 35 10
e 148 35 10
e 902 35 -7
e 183 35 9
e 513 35 9
e 867 35 -7
e 549 35 0
e 603 35 0
e 354 35 18
e 322 35 15
e 24 35 -4
e 0 35 -5
e 786 35 9
e 103 35 -9
e 592 35 -8
e 791 35 8
e 265 35 5
e 926 35 -7
e 752 35 7
e 996 35 13
e 695 35 -10
e 711 35 19
e 465 35 20
e 514 35 3
e 381 35 7
e 851 35 -5
e 256 35 -2
e 221 35 14
e 305 35 13
e 203 35 -10
e 95 36 -9
e 284 36 3
e 295 36 -10
e 742 36 19
e 818 36 -6
e 936 36 10
e 93 36 14
e 72 36 -2
e 476 36 0
e 435 36 -5
e 813 36 9
e 884 36 10
e 330 36 16
e 133 36 15
e 547 36 10
e 612 36 19
e 75 36 -6
e 618 36 12
e 754 36 10
e 345 36 -10
e 531 36 -3
e 308 36 0
e 750 36 -9
e 339 36 1
e 185 36 -7
e 182 36 16
e 403 36 -10
e 666 36 12
e 953 36 20
e 330 36 10
e 764 36 8
e 824 36 19
e 627 36 14
e 588 36 19
e 621 36 3
e 380 36 10
e 681 36 -2
e 157 36 -1
e 202 36 18
e 632 36 12
e 773 36 2
e 289 36 18
e 797 36 20
e 132 36 18
e 401 36 6
e 833 36 -7
e 276 36 15
e 442 36 7
e 573 36 -3
e 873 36 11
e 896 36 16
e 632 36 13
e 349 36 20
e 395 36 -6
e 727 36 5
e 993 36 -6
e 585 37 17
e 499 37 -2
e 270 37 -10
e 711 37 -7
e 176 37 0
e 530 37 15
e 706 37 18
e 422 37 6
e 71 37 18
e 44 37 -8
e 975 37 0
e 104 37 18
e 739 37 8
e 446 37 7
e 675 37 -1
e 501 37 7
e 942 37 -6
e 60 37 -1
e 322 37 -6
e 362 37 -8
e 933 37 6
e 394 37 -3
e 451 37 7
e 663 37 9
e 536 37 7
e 132 37 9
e 720 37 11
e 639 37 6
e 301 37 0
e 375 37 13
e 42 37 2
e 988 37 -10
e 606 37 -1
e 678 37 1
e 802 37 5
e 920 37 9
e 758 37 -9
e 198 37 19
e 801 37 8
e 341 37 3
e 152 37 0
e 898 37 -5
e 545 37 -6
e 997 37 -7
e 440 37 1
e 503 37 4
e 306 37 16
e 467 37 12
e 544 37 -10
e 825 37 11
e 246 37 14
e 472 37 -1
e 877 37 -1
e 717 37 -8
e 549 37 -5
e 871 37 -4
e 399 37 16
e 301 37 -7
e 522 37 12
e 802 37 4
e 844 37 11
e 71 37 8
e 772 37 10
e 866 37 10
e 701 37 19
e 1022 37 15
e 262 37 -4
e 179 37 5
e 464 37 17
e 995 38 17
e 758 38 3
e 246 38 2
e 115 38 16
e 384 38 6
e 651 38 8
e 201 38 13
e 256 38 8
e 960 38 -9
e 72 38 2
e 936 38 -1
e 480 38 -1
e 270 38 5
e 739 38 -3
e 766 38 0
e 219 38 -5
e 630 38 12
e 215 38 0
e 539 38 8
e 190 38 14
e 555 38 0
e 738 38 -9
e 179 38 9
e 984 38 -7
e 514 38 11
e 648 38 6
e 349 38 11
e 640 38 -9
e 500 38 -9
e 142 38 -3
e 21 38 15
e 397 38 12
e 672 38 9
e 895 38 15
e 187 38 12
e 220 38 -1
e 966 38 5
e 554 38 20
e 402 38 20
e 462 38 4
e 717 38 3
e 546 38 9
e 449 38 7
e 455 38 5
e 319 38 19
e 573 38 14
e 981 38 -10
e 176 38 -10
e 839 38 20
e 277 38 -4
e 61 38 -4
e 886 38 0
e 315 39 -3
e 274 39 11
e 916 39 17
e 63 39 0
e 974 39 13
e 49 39 15
e 351 39 4
e 414 39 11
e 315 39 16
e 196 39 -5
e 573 39 13
e 242 39 10
e 201 39 14
e 329 39 10
e 432 39 20
e 708 39 6
e 83 39 18
e 886 39 16
e 12 39 1
e 787 39 11
e 201 39 -9
e 178 39 13
e 762 39 10
e 672 40 5
e 584 40 -7
e 241 40 5
e 236 40 8
e 433 40 16
e 430 40 -8
e 908 40 5
e 701 40 -6
e 329 40 -9
e 309 40 -4
e 508 40 10
e 752 40 13
e 381 40 17
e 672 40 19
e 280 40 -8
e 538 40 -4
e 134 40 -5
e 757 40 8
e 796 40 7
e 340 40 -10
e 323 40 15
e 256 40 -2
e 552 40 9
e 186 40 -3
e 437 40 3
e 975 40 11
e 703 40 18
e 492 40 -4
e 385 40 5
e 308 40 -2
e 585 40 1
e 656 40 -5
e 113 40 4
e 70 40 -6
e 401 40 8
e 718 40 4
e 243 40 20
e 993 40 14
e 839 40 9
e 978 40 9
e 664 40 -1
e 289 40 -10
e 639 40 1
e 590 40 0
e 151 40 11
e 491 40 12
e 304 40 12
e 245 40 -4
e 72 40 -2
e 868 40 10
e 695 40 -4
e 769 40 15
e 937 40 5
e 120 40 20
e 593 40 -1
e 686 40 10
e 988 40 -4
e 84 40 -4
e 420 40 1
e 957 40 6
e 935 40 13
e 236 40 4
e 823 40 -2
e 498 40 13
e 499 40 10
e 375 40 2
e 245 40 5
e 918 40 15
e 77 40 7
e 238 40 8
e 686 40 -8
e 1013 40 12
e 360 40 17
e 144 40 15
e 150 40 15
e 481 40 18
e 921 40 17
e 608 40 19
e 453 40 12
e 558 40 -7
e 857 40 19
e 934 40 -8
e 693 40 -2
e 564 40 -7
e 455 40 8
e 874 40 14
e 967 40 20
e 592 40 -9
e 804 40 -8
e 252 40 14
e 92 41 -6
e 22 41 19
e 386 41 -1
e 957 41 18
e 857 41 18
e 537 41 -5
e 398 41 5
e 975 41 1
e 657 41 13
e 115 41 -1
e 316 41 18
e 335 41 15
e 437 41 -5
e 352 41 17
e 405 41 -7
e 674 41 -3
e 842 41 0
e 142 41 10
e 186 41 1
e 992 41 17
e 296 41 -7
e 925 41 -8
e 604 41 13
e 853 41 -5
e 254 41 14
e 677 41 -4
e 68 41 14
e 513 41 4
e 205 41 -2
e 176 41 4
e 716 41 18
e 24 41 0
e 872 41 -5
e 60 41 -5
e 355 41 4
e 387 41 3
e 250 41 -7
e 955 41 -6
e 781 41 -6
e 605 41 18
e 896 41 -4
e 531 41 10
e 737 41 7
e 386 42 9
e 615 42 -10
e 136 42 3
e 756 42 10
e 642 42 20
e 683 42 9
e 598 42 13
e 970 42 14
e 354 42 20
e 186 42 -4
e 110 42 19
e 159 42 3
e 222 42 18
e 557 42 -8
e 556 42 -8
e 189 42 10
e 918 42 -2
e 928 42 -3
e 532 42 -7
e 947 42 -9
e 653 42 2
e 819 42 20
e 74 42 20
e 979 42 -4
e 939 42 3
e 780 42 16
e 281 42 10
e 181 42 6
e 59 42 19
e 979 42 2
e 877 42 8
e 434 42 15
e 878 42 0
e 821 42 9
e 856 42 14
e 106 42 0
e 214 42 18
e 609 42 13
e 145 42 7
e 831 42 12
e 747 42 -7
e 142 42 -8
e 240 42 20
e 983 42 -1
e 393 42 -10
e 371 42 -10
e 755 42 14
e 414 42 -5
e 112 42 18
e 973 42 16
e 61 42 -4
e 66 42 18
e 451 42 -8
e 989 42 8
e 17 42 19
e 565 42 10
e 138 42 1
e 487 42 10
e 475 42 -4
e 814 42 -1
e 817 42 4
e 180 42 17
e 936 42 -3
e 680 42 15
e 518 42 8
e 17 42 8
e 169 42 0
e 610 42 5
e 446 42 -9
e 846 42 18
e 948 42 12
e 221 42 12
e 496 42 -2
e 960 42 -7
e 451 42 17
e 994 42 3
e 921 42 1
e 831 42 17
e 115 42 6
e 761 42 -9
e 919 42 13
e 680 42 -1
e 133 42 -4
e 498 42 -4
e 302 42 14
e 93 42 -9
e 97 42 10
e 864 42 -8
e 134 42 3
e 704 42 16
e 654 42 10
e 794 42 -8
e 298 42 4
e 699 42 18
e 59 42 4
e 184 42 14
e 138 42 3
e 572 42 1
e 954 42 -10
e 540 42 11
e 820 43 -6
e 688 43 -8
e 537 43 13
e 930 43 17
e 422 43 4
e 1008 43 -8
e 113 43 1
e 634 43 11
e 244 43 -9
e 813 43 20
e 306 43 8
e 973 43 6
e 414 43 4
e 497 43 5
e 824 43 17
e 591 43 19
e 499 44 16
e 120 44 9
e 150 44 -8
e 733 44 4
e 727 44 12
e 625 44 16
e 439 44 3
e 360 44 -4
e 809 44 11
e 103 44 5
e 291 44 -9
e 571 44 1
e 756 44 18
e 971 44 -1
e 216 44 -9
e 75 44 17
e 458 44 13
e 435 44 18
e 921 44 -9
e 368 44 19
e 318 44 -2
e 345 44 0
e 877 44 15
e 228 44 7
e 874 44 8
e 666 44 19
e 30 44 0
e 456 44 18
e 362 44 13
e 120 44 19
e 443 44 -8
e 415 44 1
e 479 44 20
e 920 44 16
e 791 44 16
e 721 44 18
e 877 44 -9
e 197 44 -7
e 71 44 -3
e 810 44 3
e 829 44 15
e 875 44 18
e 296 44 3
e 600 44 4
e 891 44 11
e 29 44 -8
e 303 45 13
e 700 45 -4
e 1009 45 2
e 628 45 -8
e 139 45 -3
e 297 45 9
e 378 45 -5
e 983 45 1
e 836 45 -1
e 994 45 4
e 1 45 17
e 693 45 9
e 26 45 -8
e 169 45 -4
e 81 45 13
e 809 45 11
e 257 45 8
e 533 45 2
e 679 45 18
e 99 45 17
e 930 45 -10
e 12 45 -8
e 823 45 16
e 294 45 0
e 472 45 19
e 77 45 -2
e 678 45 5
e 72 45 1
e 564 45 13
e 746 45 0
e 654 45 -9
e 309 45 -1
e 122 45 -6
e 710 45 15
e 509 45 -9
e 109 45 -7
e 545 45 13
e 539 45 -5
e 502 45 10
e 1 45 -5
e 727 45 -8
e 758 45 11
e 494 45 18
e 25 45 0
e 251 45 -8
e 952 45 10
e 80 45 0
e 881 45 -4
e 544 45 3
e 919 45 -1
e 762 45 -4
e 984 45 -9
e 913 45 8
e 796 45 0
e 958 45 10
e 687 45 4
e 712 45 -6
e 163 45 -4
e 226 45 -4
e 368 45 9
e 501 45 -8
e 222 45 13
e 416 45 16
e 549 45 -6
e 126 45 -1
e 850 45 16
e 679 45 -6
e 1004 45 6
e 889 45 3
e 728 45 -5
e 664 45 -1
e 890 45 -2
e 563 45 2
e 541 45 -4
e 649 45 12
e 917 45 15
e 684 45 6
e 34 45 -6
e 645 45 -4
e 408 45 4
e 537 45 1
e 189 45 0
e 522 45 14
e 499 45 17
e 353 45 18
e 279 45 -3
e 138 45 -3
e 168 45 -2
e 416 45 15
e 44 45 -7
e 492 45 -10
e 463 45 -10
e 168 45 -8
e 846 45 3
e 776 45 -5
e 531 45 -8
e 379 45 -10
e 674 45 12
e 558 45 3
e 819 45 20
e 322 46 -7
e 934 46 5
e 840 46 3
e 863 46 18
e 814 46 7
e 267 46 13
e 651 46 5
e 803 46 2
e 190 46 13
e 536 46 19
e 223 46 -8
e 487 46 19
e 1014 46 18
e 494 46 1
e 874 46 -5
e 766 46 -1
e 956 46 -10
e 945 46 19
e 884 46 17
e 766 46 2
e 604 46 -5
e 266 46 16
e 237 46 -8
e 577 46 12
e 7 46 -5
e 166 46 19
e 229 46 -1
e 871 46 6
e 335 46 -6
e 181 46 6
e 17 46 18
e 466 46 11
e 429 46 6
e 364 46 -4
e 333 46 -6
e 41 46 -10
e 507 46 13
e 899 46 -10
e 20 46 -7
e 726 46 0
e 762 46 10
e 695 46 -6
e 778 46 11
e 648 46 -7
e 974 46 -2
e 73 46 11
e 627 46 5
e 689 46 15
e 125 46 4
e 382 46 2
e 697 46 19
e 9 46 14
e 115 46 -3
e 541 46 9
e 746 46 10
e 777 46 11
e 257 46 2
e 756 46 13
e 1006 47 2
e 865 47 3
e 651 47 -4
e 723 47 -6
e 535 47 3
e 135 47 -1
e 595 47 -4
e 988 47 18
e 65 47 -10
e 383 47 17
e 646 47 18
e 745 47 8
e 275 47 1
e 809 47 7
e 4 47 -1
e 228 47 12
e 456 47 -6
e 410 47 -7
e 131 47 19
e 554 47 7
e 815 48 6
e 602 48 2
e 841 48 11
e 1006 48 6
e 135 48 19
e 911 48 13
e 599 48 -10
e 831 48 -10
e 748 48 18
e 1000 48 7
e 145 48 18
e 330 48 12
e 317 48 20
e 568 48 -4
e 104 48 4
e 260 48 18
e 798 48 14
e 56 48 1
e 594 48 9
e 902 48 13
e 884 48 5
e 258 48 14
e 838 48 -1
e 655 48 9
e 747 48 16
e 91 49 18
e 622 49 -2
e 492 49 -2
e 887 49 -4
e 694 49 18
e 688 49 -5
e 489 49 -6
e 110 49 17
e 819 49 -6
e 880 49 19
e 484 49 -8
e 288 49 -3
e 848 49 3
e 790 49 -7
e 116 49 -1
e 478 49 19
e 733 49 5
e 251 49 4
e 198 49 3
e 43 49 -7
e 129 49 6
e 493 49 -8
e 792 49 19
e 833 49 5
e 563 49 -2
e 175 49 7
e 316 49 6
e 138 49 15
e 450 49 6
e 630 49 2
e 795 49 7
e 40 49 -7
e 426 50 18
e 843 50 10
e 56 50 13
e 400 50 -7
e 865 50 -3
e 960 50 -5
e 905 50 12
e 618 50 16
e 986 50 10
e 296 50 -4
e 216 50 -6
e 467 50 -1
e 316 50 10
e 1011 50 -6
e 255 50 16
e 121 50 6
e 693 50 5
e 433 50 8
e 796 50 10
e 882 50 -8
e 757 50 -8
e 920 50 12
e 786 50 19
e 691 50 17
e 689 50 10
e 257 50 15
e 8 50 -1
e 922 50 -10
e 801 50 -8
e 491 50 0
e 744 50 3
e 869 50 -8
e 131 50 5
e 374 50 2
e 225 50 16
e 441 50 -10
e 150 50 19
e 106 50 -8
e 486 50 -9
e 796 50 13
e 287 50 3
e 942 50 2
e 813 50 8
e 891 50 0
e 616 50 10
e 721 50 11
e 432 50 8
e 165 50 17
e 444 50 -2
e 644 50 12
e 175 50 15
e 205 50 17
e 1004 50 -9
e 798 50 10
e 44 50 5
e 268 50 -3
e 974 50 -3
e 791 50 -6
e 878 50 12
e 988 50 -7
e 184 50 -10
e 397 50 7
e 894 50 6
e 927 50 -7
e 265 50 -7
e 194 50 3
e 429 50 6
e 278 50 -1
e 160 50 6
e 156 50 18
e 525 50 -4
e 491 50 14
e 867 50 0
e 292 50 4
e 499 50 13
e 807 50 13
e 954 50 13
e 263 50 6
e 635 50 14
e 956 50 4
e 274 50 -5
e 24 50 4
e 772 50 -3
e 42 51 7
e 16 51 15
e 239 51 9
e 866 51 12
e 855 51 -9
e 738 51 19
e 104 51 9
e 865 51 18
e 12 51 4
e 445 51 0
e 182 51 19
e 936 51 14
e 584 51 5
e 426 51 -2
e 53 51 19
e 617 51 -10
e 738 51 -10
e 809 51 3
e 83 51 8
e 399 51 18
e 3 51 4
e 682 51 7
e 531 51 6
e 820 51 14
e 423 51 -4
e 276 51 -1
e 161 52 9
e 256 52 11
e 501 52 -7
e 428 52 -2
e 859 52 19
e 320 52 -7
e 894 52 10
e 739 52 20
e 734 52 8
e 49 52 9
e 546 52 17
e 563 52 -2
e 687 52 8
e 654 52 -4
e 377 52 1
e 250 52 -6
e 25 52 3
e 246 52 1
e 33 52 15
e 955 52 13
e 172 52 8
e 622 52 -6
e 569 52 11
e 153 52 19
e 185 52 -4
e 732 52 6
e 998 52 -2
e 480 52 -9
e 471 52 8
e 397 52 19
e 977 52 0
e 286 53 0
e 662 53 0
e 550 53 8
e 489 53 8
e 917 53 18
e 881 53 -8
e 1 53 19
e 15 53 11
e 504 53 8
e 616 53 -5
e 488 53 -8
e 1001 53 18
e 828 53 -2
e 777 53 -9
e 200 53 6
e 718 53 -8
e 103 53 11
e 915 53 19
e 482 53 17
e 264 53 -6
e 276 53 16
e 378 53 -8
e 844 53 8
e 597 53 10
e 1011 53 15
e 487 53 7
e 111 53 8
e 614 53 9
e 838 53 7
e 565 53 16
e 647 53 6
e 355 53 -4
e 358 53 -8
e 117 53 -9
e 294 53 3
e 101 53 14
e 316 53 -6
e 1002 53 4
e 689 53 -5
e 506 53 20
e 712 53 -8
e 397 53 -2
e 225 53 10
e 677 53 16
e 925 53 6
e 139 53 -6
e 323 53 0
e 347 53 -3
e 866 53 9
e 706 53 5
e 440 53 5
e 7 53 -3
e 83 53 14
e 328 53 19
e 246 53 2
e 7 53 16
e 958 53 0
e 229 53 -8
e 773 53 6
e 684 53 4
e 647 53 6
e 659 53 -4
e 451 53 -9
e 446 53 19
e 421 53 -4
e 5 53 -8
e 630 54 18
e 746 54 18
e 239 54 1
e 261 54 -2
e 944 54 17
e 280 54 6
e 742 54 4
e 461 54 -1
e 164 54 4
e 247 54 19
e 378 54 6
e 200 54 16
e 842 54 -2
e 324 54 15
e 599 54 -8
e 501 54 10
e 159 54 15
e 993 54 15
e 875 54 -7
e 953 54 20
e 804 54 -4
e 83 54 13
e 360 54 -1
e 346 54 -2
e 349 54 -3
e 581 54 4
e 581 54 -9
e 389 54 2
e 83 54 -10
e 3 54 0
e 957 54 -9
e 201 54 -3
e 531 54 1
e 255 54 4
e 463 54 -2
e 26 54 3
e 45 54 17
e 80 54 -1
e 317 54 16
e 847 54 -6
e 566 54 0
e 814 54 -2
e 525 54 4
e 932 54 -9
e 70 54 -8
e 888 54 5
e 213 55 15
e 182 55 -4
e 484 55 3
e 942 55 13
e 688 55 12
e 627 55 17
e 226 55 14
e 650 55 0
e 452 55 8
e 52 55 -4
e 328 55 -8
e 406 55 14
e 588 55 5
e 278 55 -5
e 28 55 -5
e 776 55 2
e 313 55 -8
e 650 55 12
e 857 55 9
e 428 55 5
e 174 55 -4
e 213 55 8
e 619 55 11
e 354 55 -8
e 133 55 5
e 911 55 -8
e 694 55 6
e 923 55 13
e 712 55 -4
e 551 55 14
e 16 55 6
e 992 55 13
e 57 55 19
e 93 55 19
e 323 55 18
e 74 55 -10
e 202 55 -10
e 711 55 1
e 140 55 -9
e 523 55 -2
e 38 55 -5
e 845 55 19
e 30 55 4
e 484 55 11
e 550 55 -6
e 429 55 16
e 671 55 1
e 173 55 -6
e 861 55 18
e 1015 55 -2
e 938 55 17
e 976 55 20
e 397 55 2
e 786 55 -9
e 76 55 -10
e 462 55 9
e 47 55 17
e 821 55 0
e 903 55 11
e 697 55 5
e 239 55 17
e 111 55 13
e 722 55 5
e 184 55 -9
e 45 55 -6
e 800 55 -2
e 662 55 10
e 134 55 13
e 347 56 -8
e 279 56 20
e 855 56 4
e 435 56 -9
e 599 56 18
e 836 56 12
e 155 56 20
e 938 57 20
e 822 57 16
e 944 57 19
e 841 57 7
e 50 57 9
e 928 57 3
e 528 57 2
e 692 57 -7
e 805 57 15
e 466 57 7
e 201 57 12
e 962 57 11
e 922 57 14
e 679 57 13
e 125 57 -10
e 294 57 13
e 735 57 8
e 714 57 9
e 65 57 -8
e 935 57 -4
e 243 57 -4
